"date_key","full_date","date_name","date_name_us","date_name_eu","day_of_week","day_name_of_week","day_of_month","day_of_year","weekday_weekend","week_of_year","month_name","month_of_year","is_last_day_of_month","calendar_quarter","calendar_year","calendar_year_month","calendar_year_qtr","fiscal_month_of_year","fiscal_quarter","fiscal_year","fiscal_year_month","fiscal_year_qtr"
"20060517","2006-05-17","2006/05/17","05/17/2006","17/05/2006","4","Wednesday","17","137","Weekday","20","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060518","2006-05-18","2006/05/18","05/18/2006","18/05/2006","5","Thursday","18","138","Weekday","20","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060519","2006-05-19","2006/05/19","05/19/2006","19/05/2006","6","Friday","19","139","Weekday","20","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060520","2006-05-20","2006/05/20","05/20/2006","20/05/2006","7","Saturday","20","140","Weekend","20","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060521","2006-05-21","2006/05/21","05/21/2006","21/05/2006","1","Sunday","21","141","Weekend","20","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060522","2006-05-22","2006/05/22","05/22/2006","22/05/2006","2","Monday","22","142","Weekday","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060523","2006-05-23","2006/05/23","05/23/2006","23/05/2006","3","Tuesday","23","143","Weekday","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060524","2006-05-24","2006/05/24","05/24/2006","24/05/2006","4","Wednesday","24","144","Weekday","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060525","2006-05-25","2006/05/25","05/25/2006","25/05/2006","5","Thursday","25","145","Weekday","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060526","2006-05-26","2006/05/26","05/26/2006","26/05/2006","6","Friday","26","146","Weekday","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060527","2006-05-27","2006/05/27","05/27/2006","27/05/2006","7","Saturday","27","147","Weekend","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060528","2006-05-28","2006/05/28","05/28/2006","28/05/2006","1","Sunday","28","148","Weekend","21","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060529","2006-05-29","2006/05/29","05/29/2006","29/05/2006","2","Monday","29","149","Weekday","22","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060530","2006-05-30","2006/05/30","05/30/2006","30/05/2006","3","Tuesday","30","150","Weekday","22","May","5","N","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060531","2006-05-31","2006/05/31","05/31/2006","31/05/2006","4","Wednesday","31","151","Weekday","22","May","5","Y","2","2006","2006-05","2006Q2","5","2","2006","2006-05","2006Q2"
"20060601","2006-06-01","2006/06/01","06/01/2006","01/06/2006","5","Thursday","1","152","Weekday","22","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060602","2006-06-02","2006/06/02","06/02/2006","02/06/2006","6","Friday","2","153","Weekday","22","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060603","2006-06-03","2006/06/03","06/03/2006","03/06/2006","7","Saturday","3","154","Weekend","22","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060604","2006-06-04","2006/06/04","06/04/2006","04/06/2006","1","Sunday","4","155","Weekend","22","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060605","2006-06-05","2006/06/05","06/05/2006","05/06/2006","2","Monday","5","156","Weekday","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060606","2006-06-06","2006/06/06","06/06/2006","06/06/2006","3","Tuesday","6","157","Weekday","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060607","2006-06-07","2006/06/07","06/07/2006","07/06/2006","4","Wednesday","7","158","Weekday","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060608","2006-06-08","2006/06/08","06/08/2006","08/06/2006","5","Thursday","8","159","Weekday","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060609","2006-06-09","2006/06/09","06/09/2006","09/06/2006","6","Friday","9","160","Weekday","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060610","2006-06-10","2006/06/10","06/10/2006","10/06/2006","7","Saturday","10","161","Weekend","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060611","2006-06-11","2006/06/11","06/11/2006","11/06/2006","1","Sunday","11","162","Weekend","23","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060612","2006-06-12","2006/06/12","06/12/2006","12/06/2006","2","Monday","12","163","Weekday","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060613","2006-06-13","2006/06/13","06/13/2006","13/06/2006","3","Tuesday","13","164","Weekday","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060614","2006-06-14","2006/06/14","06/14/2006","14/06/2006","4","Wednesday","14","165","Weekday","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060615","2006-06-15","2006/06/15","06/15/2006","15/06/2006","5","Thursday","15","166","Weekday","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060616","2006-06-16","2006/06/16","06/16/2006","16/06/2006","6","Friday","16","167","Weekday","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060617","2006-06-17","2006/06/17","06/17/2006","17/06/2006","7","Saturday","17","168","Weekend","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060618","2006-06-18","2006/06/18","06/18/2006","18/06/2006","1","Sunday","18","169","Weekend","24","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060619","2006-06-19","2006/06/19","06/19/2006","19/06/2006","2","Monday","19","170","Weekday","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060620","2006-06-20","2006/06/20","06/20/2006","20/06/2006","3","Tuesday","20","171","Weekday","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060621","2006-06-21","2006/06/21","06/21/2006","21/06/2006","4","Wednesday","21","172","Weekday","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060622","2006-06-22","2006/06/22","06/22/2006","22/06/2006","5","Thursday","22","173","Weekday","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060623","2006-06-23","2006/06/23","06/23/2006","23/06/2006","6","Friday","23","174","Weekday","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060624","2006-06-24","2006/06/24","06/24/2006","24/06/2006","7","Saturday","24","175","Weekend","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060625","2006-06-25","2006/06/25","06/25/2006","25/06/2006","1","Sunday","25","176","Weekend","25","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060626","2006-06-26","2006/06/26","06/26/2006","26/06/2006","2","Monday","26","177","Weekday","26","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060627","2006-06-27","2006/06/27","06/27/2006","27/06/2006","3","Tuesday","27","178","Weekday","26","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060628","2006-06-28","2006/06/28","06/28/2006","28/06/2006","4","Wednesday","28","179","Weekday","26","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060629","2006-06-29","2006/06/29","06/29/2006","29/06/2006","5","Thursday","29","180","Weekday","26","June","6","N","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060630","2006-06-30","2006/06/30","06/30/2006","30/06/2006","6","Friday","30","181","Weekday","26","June","6","Y","2","2006","2006-06","2006Q2","6","2","2006","2006-06","2006Q2"
"20060701","2006-07-01","2006/07/01","07/01/2006","01/07/2006","7","Saturday","1","182","Weekend","26","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060702","2006-07-02","2006/07/02","07/02/2006","02/07/2006","1","Sunday","2","183","Weekend","26","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060703","2006-07-03","2006/07/03","07/03/2006","03/07/2006","2","Monday","3","184","Weekday","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060704","2006-07-04","2006/07/04","07/04/2006","04/07/2006","3","Tuesday","4","185","Weekday","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060705","2006-07-05","2006/07/05","07/05/2006","05/07/2006","4","Wednesday","5","186","Weekday","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060706","2006-07-06","2006/07/06","07/06/2006","06/07/2006","5","Thursday","6","187","Weekday","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060707","2006-07-07","2006/07/07","07/07/2006","07/07/2006","6","Friday","7","188","Weekday","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060708","2006-07-08","2006/07/08","07/08/2006","08/07/2006","7","Saturday","8","189","Weekend","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060709","2006-07-09","2006/07/09","07/09/2006","09/07/2006","1","Sunday","9","190","Weekend","27","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060710","2006-07-10","2006/07/10","07/10/2006","10/07/2006","2","Monday","10","191","Weekday","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060711","2006-07-11","2006/07/11","07/11/2006","11/07/2006","3","Tuesday","11","192","Weekday","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060712","2006-07-12","2006/07/12","07/12/2006","12/07/2006","4","Wednesday","12","193","Weekday","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060713","2006-07-13","2006/07/13","07/13/2006","13/07/2006","5","Thursday","13","194","Weekday","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060714","2006-07-14","2006/07/14","07/14/2006","14/07/2006","6","Friday","14","195","Weekday","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060715","2006-07-15","2006/07/15","07/15/2006","15/07/2006","7","Saturday","15","196","Weekend","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060716","2006-07-16","2006/07/16","07/16/2006","16/07/2006","1","Sunday","16","197","Weekend","28","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060717","2006-07-17","2006/07/17","07/17/2006","17/07/2006","2","Monday","17","198","Weekday","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060718","2006-07-18","2006/07/18","07/18/2006","18/07/2006","3","Tuesday","18","199","Weekday","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060719","2006-07-19","2006/07/19","07/19/2006","19/07/2006","4","Wednesday","19","200","Weekday","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060720","2006-07-20","2006/07/20","07/20/2006","20/07/2006","5","Thursday","20","201","Weekday","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060721","2006-07-21","2006/07/21","07/21/2006","21/07/2006","6","Friday","21","202","Weekday","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060722","2006-07-22","2006/07/22","07/22/2006","22/07/2006","7","Saturday","22","203","Weekend","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060723","2006-07-23","2006/07/23","07/23/2006","23/07/2006","1","Sunday","23","204","Weekend","29","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060724","2006-07-24","2006/07/24","07/24/2006","24/07/2006","2","Monday","24","205","Weekday","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060725","2006-07-25","2006/07/25","07/25/2006","25/07/2006","3","Tuesday","25","206","Weekday","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060726","2006-07-26","2006/07/26","07/26/2006","26/07/2006","4","Wednesday","26","207","Weekday","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060727","2006-07-27","2006/07/27","07/27/2006","27/07/2006","5","Thursday","27","208","Weekday","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060728","2006-07-28","2006/07/28","07/28/2006","28/07/2006","6","Friday","28","209","Weekday","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060729","2006-07-29","2006/07/29","07/29/2006","29/07/2006","7","Saturday","29","210","Weekend","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060730","2006-07-30","2006/07/30","07/30/2006","30/07/2006","1","Sunday","30","211","Weekend","30","July","7","N","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060731","2006-07-31","2006/07/31","07/31/2006","31/07/2006","2","Monday","31","212","Weekday","31","July","7","Y","3","2006","2006-07","2006Q3","7","3","2006","2006-07","2006Q3"
"20060801","2006-08-01","2006/08/01","08/01/2006","01/08/2006","3","Tuesday","1","213","Weekday","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060802","2006-08-02","2006/08/02","08/02/2006","02/08/2006","4","Wednesday","2","214","Weekday","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060803","2006-08-03","2006/08/03","08/03/2006","03/08/2006","5","Thursday","3","215","Weekday","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060804","2006-08-04","2006/08/04","08/04/2006","04/08/2006","6","Friday","4","216","Weekday","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060805","2006-08-05","2006/08/05","08/05/2006","05/08/2006","7","Saturday","5","217","Weekend","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060806","2006-08-06","2006/08/06","08/06/2006","06/08/2006","1","Sunday","6","218","Weekend","31","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060807","2006-08-07","2006/08/07","08/07/2006","07/08/2006","2","Monday","7","219","Weekday","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060808","2006-08-08","2006/08/08","08/08/2006","08/08/2006","3","Tuesday","8","220","Weekday","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060809","2006-08-09","2006/08/09","08/09/2006","09/08/2006","4","Wednesday","9","221","Weekday","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060810","2006-08-10","2006/08/10","08/10/2006","10/08/2006","5","Thursday","10","222","Weekday","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060811","2006-08-11","2006/08/11","08/11/2006","11/08/2006","6","Friday","11","223","Weekday","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060812","2006-08-12","2006/08/12","08/12/2006","12/08/2006","7","Saturday","12","224","Weekend","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060813","2006-08-13","2006/08/13","08/13/2006","13/08/2006","1","Sunday","13","225","Weekend","32","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060814","2006-08-14","2006/08/14","08/14/2006","14/08/2006","2","Monday","14","226","Weekday","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060815","2006-08-15","2006/08/15","08/15/2006","15/08/2006","3","Tuesday","15","227","Weekday","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060816","2006-08-16","2006/08/16","08/16/2006","16/08/2006","4","Wednesday","16","228","Weekday","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060817","2006-08-17","2006/08/17","08/17/2006","17/08/2006","5","Thursday","17","229","Weekday","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060818","2006-08-18","2006/08/18","08/18/2006","18/08/2006","6","Friday","18","230","Weekday","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060819","2006-08-19","2006/08/19","08/19/2006","19/08/2006","7","Saturday","19","231","Weekend","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060820","2006-08-20","2006/08/20","08/20/2006","20/08/2006","1","Sunday","20","232","Weekend","33","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060821","2006-08-21","2006/08/21","08/21/2006","21/08/2006","2","Monday","21","233","Weekday","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060822","2006-08-22","2006/08/22","08/22/2006","22/08/2006","3","Tuesday","22","234","Weekday","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060823","2006-08-23","2006/08/23","08/23/2006","23/08/2006","4","Wednesday","23","235","Weekday","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060824","2006-08-24","2006/08/24","08/24/2006","24/08/2006","5","Thursday","24","236","Weekday","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060825","2006-08-25","2006/08/25","08/25/2006","25/08/2006","6","Friday","25","237","Weekday","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060826","2006-08-26","2006/08/26","08/26/2006","26/08/2006","7","Saturday","26","238","Weekend","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060827","2006-08-27","2006/08/27","08/27/2006","27/08/2006","1","Sunday","27","239","Weekend","34","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060828","2006-08-28","2006/08/28","08/28/2006","28/08/2006","2","Monday","28","240","Weekday","35","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060829","2006-08-29","2006/08/29","08/29/2006","29/08/2006","3","Tuesday","29","241","Weekday","35","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060830","2006-08-30","2006/08/30","08/30/2006","30/08/2006","4","Wednesday","30","242","Weekday","35","August","8","N","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060831","2006-08-31","2006/08/31","08/31/2006","31/08/2006","5","Thursday","31","243","Weekday","35","August","8","Y","3","2006","2006-08","2006Q3","8","3","2006","2006-08","2006Q3"
"20060901","2006-09-01","2006/09/01","09/01/2006","01/09/2006","6","Friday","1","244","Weekday","35","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060902","2006-09-02","2006/09/02","09/02/2006","02/09/2006","7","Saturday","2","245","Weekend","35","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060903","2006-09-03","2006/09/03","09/03/2006","03/09/2006","1","Sunday","3","246","Weekend","35","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060904","2006-09-04","2006/09/04","09/04/2006","04/09/2006","2","Monday","4","247","Weekday","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060905","2006-09-05","2006/09/05","09/05/2006","05/09/2006","3","Tuesday","5","248","Weekday","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060906","2006-09-06","2006/09/06","09/06/2006","06/09/2006","4","Wednesday","6","249","Weekday","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060907","2006-09-07","2006/09/07","09/07/2006","07/09/2006","5","Thursday","7","250","Weekday","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060908","2006-09-08","2006/09/08","09/08/2006","08/09/2006","6","Friday","8","251","Weekday","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060909","2006-09-09","2006/09/09","09/09/2006","09/09/2006","7","Saturday","9","252","Weekend","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060910","2006-09-10","2006/09/10","09/10/2006","10/09/2006","1","Sunday","10","253","Weekend","36","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060911","2006-09-11","2006/09/11","09/11/2006","11/09/2006","2","Monday","11","254","Weekday","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060912","2006-09-12","2006/09/12","09/12/2006","12/09/2006","3","Tuesday","12","255","Weekday","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060913","2006-09-13","2006/09/13","09/13/2006","13/09/2006","4","Wednesday","13","256","Weekday","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060914","2006-09-14","2006/09/14","09/14/2006","14/09/2006","5","Thursday","14","257","Weekday","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060915","2006-09-15","2006/09/15","09/15/2006","15/09/2006","6","Friday","15","258","Weekday","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060916","2006-09-16","2006/09/16","09/16/2006","16/09/2006","7","Saturday","16","259","Weekend","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060917","2006-09-17","2006/09/17","09/17/2006","17/09/2006","1","Sunday","17","260","Weekend","37","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060918","2006-09-18","2006/09/18","09/18/2006","18/09/2006","2","Monday","18","261","Weekday","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060919","2006-09-19","2006/09/19","09/19/2006","19/09/2006","3","Tuesday","19","262","Weekday","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060920","2006-09-20","2006/09/20","09/20/2006","20/09/2006","4","Wednesday","20","263","Weekday","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060921","2006-09-21","2006/09/21","09/21/2006","21/09/2006","5","Thursday","21","264","Weekday","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060922","2006-09-22","2006/09/22","09/22/2006","22/09/2006","6","Friday","22","265","Weekday","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060923","2006-09-23","2006/09/23","09/23/2006","23/09/2006","7","Saturday","23","266","Weekend","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060924","2006-09-24","2006/09/24","09/24/2006","24/09/2006","1","Sunday","24","267","Weekend","38","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060925","2006-09-25","2006/09/25","09/25/2006","25/09/2006","2","Monday","25","268","Weekday","39","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060926","2006-09-26","2006/09/26","09/26/2006","26/09/2006","3","Tuesday","26","269","Weekday","39","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060927","2006-09-27","2006/09/27","09/27/2006","27/09/2006","4","Wednesday","27","270","Weekday","39","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060928","2006-09-28","2006/09/28","09/28/2006","28/09/2006","5","Thursday","28","271","Weekday","39","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060929","2006-09-29","2006/09/29","09/29/2006","29/09/2006","6","Friday","29","272","Weekday","39","September","9","N","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20060930","2006-09-30","2006/09/30","09/30/2006","30/09/2006","7","Saturday","30","273","Weekend","39","September","9","Y","3","2006","2006-09","2006Q3","9","3","2006","2006-09","2006Q3"
"20061001","2006-10-01","2006/10/01","10/01/2006","01/10/2006","1","Sunday","1","274","Weekend","39","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061002","2006-10-02","2006/10/02","10/02/2006","02/10/2006","2","Monday","2","275","Weekday","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061003","2006-10-03","2006/10/03","10/03/2006","03/10/2006","3","Tuesday","3","276","Weekday","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061004","2006-10-04","2006/10/04","10/04/2006","04/10/2006","4","Wednesday","4","277","Weekday","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061005","2006-10-05","2006/10/05","10/05/2006","05/10/2006","5","Thursday","5","278","Weekday","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061006","2006-10-06","2006/10/06","10/06/2006","06/10/2006","6","Friday","6","279","Weekday","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061007","2006-10-07","2006/10/07","10/07/2006","07/10/2006","7","Saturday","7","280","Weekend","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061008","2006-10-08","2006/10/08","10/08/2006","08/10/2006","1","Sunday","8","281","Weekend","40","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061009","2006-10-09","2006/10/09","10/09/2006","09/10/2006","2","Monday","9","282","Weekday","41","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061010","2006-10-10","2006/10/10","10/10/2006","10/10/2006","3","Tuesday","10","283","Weekday","41","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061011","2006-10-11","2006/10/11","10/11/2006","11/10/2006","4","Wednesday","11","284","Weekday","41","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061012","2006-10-12","2006/10/12","10/12/2006","12/10/2006","5","Thursday","12","285","Weekday","41","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
"20061013","2006-10-13","2006/10/13","10/13/2006","13/10/2006","6","Friday","13","286","Weekday","41","October","10","N","4","2006","2006-10","2006Q4","10","4","2006","2006-10","2006Q4"
